symbol,tf,session,sigma,sl_atr,spread,trades,wr,pf,pnl,mdd,avg_win,avg_loss,exp,mid_pct,avg_dur
GBPJPY,1h,US,2.2,1.5,2.1,65,63.1,1.75,4203.85,1.42,239.9,234.67,64.67,23.1,267.7
GBPJPY,1h,US,2.2,2.0,2.1,64,62.5,1.48,3131.56,1.93,241.74,272.41,48.93,23.4,291.6
GBPJPY,1h,US,2.0,1.5,2.1,82,54.9,1.41,3118.69,1.99,237.44,204.49,38.03,20.7,274.4
GBPJPY,1h,US,2.2,2.5,2.1,62,61.3,1.4,2684.92,2.39,247.0,279.21,43.31,24.2,309.7
GBPJPY,1h,US,2.0,2.0,2.1,79,55.7,1.26,2218.07,2.38,241.68,240.45,28.08,21.5,297.0
GBPJPY,1h,US,2.5,1.5,2.1,37,56.8,1.49,1870.98,1.52,269.6,236.91,50.57,24.3,244.9
GBPJPY,1h,DAY,3.0,1.5,2.1,31,51.6,1.51,1841.23,1.42,341.9,241.94,59.39,22.6,398.7
GBPUSD,1h,DAY,2.5,2.0,0.8,98,54.1,1.13,1674.57,3.57,277.36,289.45,17.09,28.6,333.1
GBPJPY,1h,US,2.0,2.5,2.1,76,53.9,1.19,1647.94,2.9,246.46,241.63,21.68,22.4,315.8
GBPUSD,15m,US,2.2,2.0,0.8,34,67.6,1.75,1580.86,0.79,160.04,190.92,46.5,67.6,141.6
GBPJPY,1h,DAY,3.0,2.0,2.1,30,56.7,1.39,1568.92,1.74,329.33,309.97,52.3,23.3,412.0
GBPNZD,1h,US,2.2,2.0,3.0,48,52.1,1.36,1530.26,1.43,231.74,185.35,31.88,18.8,326.2
EURUSD,15m,US,2.0,2.0,0.3,52,61.5,1.56,1387.15,0.68,120.34,123.19,26.68,59.6,139.6
GBPJPY,1h,DAY,3.0,2.5,2.1,30,60.0,1.31,1378.96,1.77,320.7,366.14,45.97,26.7,454.0
GBPUSD,15m,US,2.2,1.5,0.8,37,56.8,1.58,1371.87,0.57,177.62,147.38,37.08,56.8,118.4
EURUSD,15m,US,2.0,2.5,0.3,49,63.3,1.53,1343.7,0.91,125.45,141.41,27.42,61.2,151.8
EURUSD,15m,DAY,3.0,1.5,0.3,19,63.2,2.99,1293.43,0.23,161.92,92.8,68.08,57.9,147.6
EURJPY,15m,DAY,3.0,2.0,1.2,24,70.8,1.73,1277.36,1.18,178.55,251.15,53.22,70.8,146.2
GBPJPY,15m,DAY,2.8,2.0,2.1,29,55.2,1.5,1272.36,1.62,239.77,197.23,43.87,55.2,139.7
GBPUSD,15m,US,2.2,2.5,0.8,33,66.7,1.55,1249.14,0.85,160.0,206.44,37.85,69.7,150.9
EURUSD,15m,DAY,3.0,2.5,0.3,18,66.7,2.63,1202.96,0.21,161.92,123.34,66.83,61.1,170.0
EURUSD,15m,US,2.2,2.5,0.3,38,63.2,1.59,1200.52,0.82,134.79,145.32,31.59,60.5,159.5
AUDCHF,1h,DAY,2.8,2.5,1.0,32,56.2,1.84,1196.36,0.54,145.84,102.05,37.39,21.9,418.1
GBPUSD,15m,US,2.0,2.0,0.8,46,63.0,1.38,1192.43,1.19,148.97,183.97,25.92,63.0,140.9
EURUSD,15m,US,2.2,2.0,0.3,40,60.0,1.59,1185.14,0.64,133.17,125.68,29.63,57.5,141.4
EURUSD,15m,DAY,3.0,2.0,0.3,19,63.2,2.56,1184.99,0.3,161.92,108.29,62.37,57.9,153.2
GBPJPY,15m,DAY,2.8,2.5,2.1,29,62.1,1.44,1184.09,1.81,215.4,244.83,40.83,62.1,166.0
AUDCHF,1h,DAY,2.8,2.0,1.0,32,56.2,1.79,1161.75,0.5,145.84,104.53,36.3,21.9,399.4
EURUSD,15m,DAY,2.5,2.5,0.3,71,62.0,1.33,1157.38,0.59,106.55,130.76,16.3,60.6,160.6
AUDCHF,1h,DAY,2.8,1.5,1.0,34,58.8,1.75,1138.71,0.43,132.63,108.13,33.49,20.6,363.5
GBPNZD,1h,US,2.2,2.5,3.0,46,54.3,1.24,1132.59,1.82,231.74,221.94,24.62,19.6,332.6
EURUSD,15m,US,2.5,2.5,0.3,27,63.0,1.87,1127.2,0.44,142.76,129.98,41.75,59.3,173.3
GBPUSD,15m,DAY,2.8,2.0,0.8,26,65.4,1.76,1088.71,0.6,147.88,158.37,41.87,65.4,121.7
GBPUSD,15m,DAY,2.8,2.5,0.8,25,72.0,1.76,1086.46,0.71,139.89,204.51,43.46,72.0,139.8
EURUSD,15m,DAY,2.5,2.0,0.3,73,56.2,1.31,1077.14,0.75,112.37,110.31,14.76,54.8,140.8
EURJPY,15m,DAY,3.0,1.5,1.2,26,65.4,1.55,1075.85,1.39,178.55,217.73,41.38,61.5,120.6
GBPUSD,15m,US,2.5,2.0,0.8,19,73.7,2.2,1070.86,0.55,140.36,178.83,56.36,73.7,152.4
GBPNZD,1h,US,2.2,1.5,3.0,51,51.0,1.21,1061.46,1.87,231.15,197.93,20.81,17.6,296.5
EURUSD,15m,US,2.5,1.5,0.3,30,53.3,1.72,1060.38,0.41,158.5,105.4,35.35,50.0,123.0
GBPUSD,15m,DAY,3.0,1.5,0.8,23,56.5,1.9,1058.51,0.78,171.62,117.25,46.02,56.5,105.0
GBPUSD,15m,DAY,3.0,2.0,0.8,22,63.6,1.85,1040.14,0.72,161.57,152.73,47.28,63.6,133.0
EURUSD,15m,US,2.0,1.5,0.3,56,51.8,1.38,1030.86,1.08,129.9,101.34,18.41,50.0,115.4
GBPUSD,15m,DAY,2.8,1.5,0.8,27,55.6,1.69,1007.62,0.8,164.07,121.11,37.32,55.6,107.8
EURJPY,15m,DAY,2.8,2.0,1.2,40,62.5,1.36,1005.85,1.42,151.73,185.83,25.15,60.0,138.8
EURNZD,1h,US,2.5,1.5,2.8,20,55.0,2.11,999.78,0.31,173.09,100.47,49.99,15.0,288.0
GBPJPY,15m,DAY,2.5,2.5,2.1,54,66.7,1.21,994.75,2.1,156.91,258.55,18.42,66.7,150.0
EURUSD,15m,US,2.5,2.0,0.3,28,57.1,1.69,989.42,0.64,151.06,118.96,35.34,53.6,147.3
GBPJPY,1h,US,3.0,1.5,2.1,15,60.0,1.49,982.74,1.16,333.68,336.74,65.52,13.3,248.0
EURAUD,1h,US,2.8,1.5,1.7,20,40.0,1.92,975.42,0.49,254.15,88.15,48.77,10.0,315.0
EURUSD,15m,US,3.0,2.5,0.3,10,70.0,3.3,971.64,0.23,199.29,141.12,97.16,60.0,187.5
EURJPY,1h,US,2.5,1.5,1.2,38,55.3,1.39,929.41,0.81,157.8,140.26,24.46,7.9,301.6
EURUSD,15m,US,3.0,1.5,0.3,11,63.6,2.99,928.75,0.24,199.29,116.56,84.43,54.5,160.9
EURUSD,15m,US,3.0,2.0,0.3,11,63.6,2.76,890.14,0.3,199.29,126.22,80.92,54.5,167.7
GBPJPY,1h,US,2.5,2.0,2.1,37,56.8,1.19,887.39,1.99,269.6,298.38,23.98,24.3,259.5
EURUSD,15m,DAY,2.2,2.0,0.3,109,56.9,1.17,887.29,0.8,97.4,109.61,8.14,56.0,130.2
GBPUSD,15m,US,2.5,2.5,0.8,19,73.7,1.79,867.18,0.7,140.36,219.56,45.64,73.7,154.7
CHFJPY,15m,DAY,2.8,1.5,1.5,31,67.7,1.46,863.11,0.91,129.8,186.27,27.84,67.7,89.0
GBPUSD,15m,US,2.5,1.5,0.8,20,60.0,1.82,861.83,0.46,159.33,131.27,43.09,60.0,128.2
GBPUSD,1h,US,2.5,2.0,0.8,70,52.9,1.1,854.57,2.94,250.16,254.59,12.21,20.0,299.1
EURNZD,1h,US,2.5,2.0,2.8,20,55.0,1.81,850.06,0.39,173.09,117.1,42.5,15.0,306.0
EURJPY,15m,DAY,3.0,2.5,1.2,24,70.8,1.39,847.06,1.61,178.55,312.62,35.29,70.8,151.9
EURNZD,1h,US,3.0,1.5,2.8,8,75.0,3.74,845.62,0.31,192.4,154.39,105.7,25.0,232.5
EURJPY,1h,US,2.5,2.0,1.2,38,57.9,1.32,828.25,1.03,154.34,160.45,21.8,7.9,322.1
EURNZD,1h,US,2.5,2.5,2.8,19,57.9,1.76,824.44,0.42,173.09,134.94,43.39,15.8,325.3
EURUSD,15m,DAY,2.2,2.5,0.3,105,61.9,1.15,818.1,0.94,93.88,132.1,7.79,61.0,146.4
EURAUD,1h,US,2.8,2.0,1.7,20,40.0,1.67,817.93,0.56,254.15,101.27,40.9,10.0,315.0
GBPUSD,15m,DAY,3.0,2.5,0.8,22,68.2,1.56,816.43,0.83,151.07,207.08,37.11,68.2,149.3
EURUSD,1h,US,2.8,1.5,0.3,36,52.8,1.29,813.75,1.27,192.26,167.01,22.6,16.7,288.3
GBPJPY,1h,US,2.5,2.5,2.1,37,56.8,1.16,794.84,2.43,269.6,304.17,21.48,24.3,278.9
EURUSD,15m,US,2.2,1.5,0.3,45,48.9,1.33,792.19,1.09,144.73,103.99,17.6,46.7,112.3
EURUSD,15m,DAY,2.0,2.0,0.3,148,56.1,1.12,788.28,1.13,90.24,103.1,5.33,55.4,128.0
GBPNZD,1h,US,2.5,2.0,3.0,23,56.5,1.44,787.83,0.8,199.14,180.1,34.25,13.0,310.4
GBPUSD,15m,US,2.0,2.5,0.8,43,65.1,1.24,780.42,1.29,144.25,217.24,18.15,67.4,151.4
EURNZD,1h,US,3.0,2.0,2.8,8,75.0,2.96,765.03,0.39,192.4,194.69,95.63,25.0,232.5
GBPJPY,1h,US,2.8,1.5,2.1,20,50.0,1.29,761.49,1.17,343.29,267.14,38.07,15.0,258.0
GBPJPY,15m,DAY,3.0,2.0,2.1,20,60.0,1.41,752.13,1.05,216.4,230.58,37.61,60.0,114.8
EURNZD,1h,US,2.8,1.5,2.8,10,70.0,2.3,737.46,0.31,186.66,189.71,73.75,20.0,240.0
EURUSD,1h,US,2.8,2.0,0.3,34,55.9,1.27,730.99,1.29,180.84,180.33,21.5,17.6,328.2
EURAUD,1h,US,2.8,2.5,1.7,20,40.0,1.56,728.09,0.56,254.15,108.76,36.4,10.0,315.0
GBPUSD,15m,US,2.8,2.0,0.8,10,80.0,2.61,719.0,0.39,145.62,223.0,71.9,80.0,172.5
GBPJPY,1h,DAY,2.5,2.5,2.1,81,59.3,1.07,701.39,3.13,233.39,318.22,8.66,32.1,455.6
EURUSD,15m,US,2.8,1.5,0.3,13,53.8,2.0,696.85,0.38,199.29,116.36,53.6,46.2,163.8
CHFJPY,15m,DAY,3.0,1.5,1.5,20,65.0,1.64,671.4,0.41,131.81,148.87,33.57,65.0,93.8
EURUSD,15m,DAY,2.5,1.5,0.3,78,46.2,1.18,669.99,0.81,122.11,88.71,8.59,44.9,116.9
EURJPY,1h,US,2.8,1.5,1.2,19,57.9,1.46,661.36,0.58,190.55,179.34,34.81,5.3,306.3
GBPJPY,1h,DAY,2.5,1.5,2.1,85,49.4,1.06,648.85,3.12,261.68,240.51,7.63,25.9,371.3
CHFJPY,15m,DAY,3.0,2.0,1.5,18,72.2,1.65,629.04,0.43,122.67,193.15,34.95,72.2,105.0
EURJPY,1h,US,3.0,1.5,1.2,12,75.0,1.58,624.63,0.55,189.12,359.16,52.05,8.3,300.0
GBPJPY,15m,DAY,3.0,2.5,2.1,20,65.0,1.31,616.27,1.19,202.65,288.32,30.81,65.0,140.2
EURUSD,15m,DAY,2.0,1.5,0.3,160,48.1,1.09,615.01,1.34,96.92,82.51,3.84,47.5,107.7
GBPUSD,15m,US,2.8,2.5,0.8,10,80.0,2.1,609.36,0.5,145.62,277.82,60.94,80.0,177.0
CHFJPY,15m,US,2.8,2.5,1.5,14,85.7,2.14,607.62,0.39,95.2,267.39,43.4,85.7,107.1
CHFJPY,15m,DAY,2.5,1.5,1.5,56,58.9,1.17,596.66,0.94,122.55,149.89,10.65,58.9,95.1
GBPNZD,1h,US,2.5,2.5,3.0,23,56.5,1.3,595.3,0.87,199.14,199.35,25.88,13.0,313.0
GBPNZD,1h,US,2.0,2.0,3.0,68,47.1,1.1,595.15,2.35,202.43,163.41,8.75,17.6,333.5
EURUSD,15m,US,2.8,2.5,0.3,12,58.3,1.74,593.85,0.45,199.29,160.23,49.49,50.0,190.0
CHFJPY,15m,US,2.8,2.0,1.5,14,78.6,2.1,591.96,0.41,102.77,179.5,42.28,78.6,100.7
EURUSD,15m,US,2.8,2.0,0.3,13,53.8,1.73,590.14,0.49,199.29,134.14,45.4,46.2,170.8
EURNZD,1h,US,2.8,2.0,2.8,10,70.0,1.8,581.46,0.39,186.66,241.71,58.15,20.0,264.0
CHFJPY,15m,DAY,3.0,2.5,1.5,18,77.8,1.54,564.85,0.46,114.77,260.47,31.38,77.8,110.8
USDCHF,15m,DAY,2.8,2.5,0.6,41,63.4,1.23,564.3,0.88,117.89,166.72,13.76,65.9,162.8
EURAUD,15m,US,3.0,2.0,1.7,9,66.7,4.12,561.85,0.17,123.63,59.97,62.43,66.7,180.0
GBPUSD,15m,US,3.0,2.0,0.8,8,75.0,2.26,561.0,0.41,167.83,223.0,70.12,75.0,165.0
EURNZD,1h,US,2.8,2.5,2.8,9,77.8,1.74,555.84,0.4,186.66,375.38,61.76,22.2,300.0
GBPJPY,15m,US,2.8,2.0,2.1,11,63.6,1.46,549.98,1.18,247.73,296.03,50.0,63.6,156.8
GBPJPY,15m,DAY,3.0,1.5,2.1,25,52.0,1.24,545.21,1.26,215.99,188.55,21.81,52.0,96.0
CHFJPY,15m,US,2.8,1.5,1.5,16,68.8,1.77,544.68,0.41,113.56,140.9,34.04,68.8,88.1
EURAUD,15m,US,3.0,2.5,1.7,8,75.0,3.64,538.19,0.19,123.63,101.79,67.27,75.0,166.9
GBPJPY,15m,US,2.5,2.5,2.1,20,65.0,1.26,537.5,1.43,200.28,295.17,26.88,65.0,153.0
GBPJPY,1h,US,3.0,2.0,2.1,15,60.0,1.2,506.29,1.54,333.68,416.14,33.75,13.3,260.0
CHFJPY,15m,DAY,2.8,2.0,1.5,29,72.4,1.23,486.63,1.27,124.15,265.05,16.78,72.4,96.2
EURAUD,15m,US,3.0,1.5,1.7,9,66.7,2.87,483.19,0.25,123.63,86.19,53.69,66.7,151.7
USDCAD,15m,US,2.0,2.5,0.6,60,60.0,1.16,474.53,1.05,94.61,122.15,7.91,63.3,131.5
EURAUD,1h,DAY,2.8,1.5,1.7,44,38.6,1.11,456.06,1.03,278.16,158.25,10.37,20.5,387.3
EURJPY,15m,DAY,2.8,2.5,1.2,40,65.0,1.14,455.51,1.9,146.35,239.27,11.39,62.5,145.1
GBPUSD,15m,US,3.0,2.5,0.8,8,75.0,1.81,451.36,0.52,167.83,277.82,56.42,75.0,170.6
GBPUSD,1h,DAY,2.5,1.5,0.8,109,47.7,1.03,444.14,4.35,284.96,252.17,4.07,25.7,292.3
CHFJPY,15m,DAY,2.5,2.0,1.5,54,64.8,1.12,424.02,1.55,116.09,191.53,7.85,66.7,113.1
AUDCHF,1h,US,2.8,2.0,1.0,20,50.0,1.45,407.9,0.24,131.5,90.71,20.39,5.0,318.0
GBPUSD,15m,US,2.8,1.5,0.8,11,54.5,1.58,407.15,0.7,185.33,140.97,37.01,54.5,135.0
GBPUSD,15m,US,3.0,1.5,0.8,9,55.6,1.65,385.4,0.58,195.2,147.65,42.82,55.6,125.0
EURJPY,1h,US,2.8,2.0,1.2,19,57.9,1.22,384.15,0.76,190.55,213.99,20.22,5.3,309.5
GBPUSD,15m,US,2.0,1.5,0.8,52,50.0,1.1,383.88,1.44,162.73,147.97,7.38,50.0,109.9
USDCHF,1h,US,3.0,2.0,0.6,24,50.0,1.13,383.82,1.3,286.08,254.1,15.99,20.8,302.5
EURUSD,1h,US,2.8,2.5,0.3,33,57.6,1.12,381.75,1.74,180.84,218.16,11.57,18.2,336.4
AUDCHF,1h,US,2.8,1.5,1.0,21,52.4,1.39,371.3,0.28,120.91,95.87,17.68,4.8,297.1
EURAUD,1h,DAY,2.8,2.0,1.7,42,42.9,1.08,363.78,0.95,265.9,184.27,8.66,23.8,437.1
AUDCHF,1h,US,2.8,2.5,1.0,20,50.0,1.38,358.8,0.27,131.5,95.62,17.94,5.0,318.0
EURAUD,15m,US,2.8,2.0,1.7,14,57.1,1.67,357.42,0.37,111.44,89.02,25.53,57.1,161.8
EURAUD,1h,US,2.5,1.5,1.7,33,39.4,1.15,357.33,1.34,216.19,122.66,10.83,9.1,298.2
EURUSD,15m,DAY,2.8,1.5,0.3,38,42.1,1.18,352.89,0.54,145.38,89.69,9.29,39.5,130.3
GBPAUD,1h,DAY,2.5,2.0,2.7,73,45.2,1.03,352.83,2.13,326.89,260.87,4.83,27.4,407.7
EURJPY,15m,DAY,2.8,1.5,1.2,42,57.1,1.1,338.3,2.01,149.13,180.04,8.05,54.8,111.4
USDCHF,15m,US,2.8,1.5,0.6,20,55.0,1.24,333.62,0.79,154.34,151.57,16.68,50.0,114.8
EURGBP,15m,US,2.8,2.0,0.7,8,75.0,4.06,322.78,0.07,71.38,52.73,40.35,75.0,178.1
GBPNZD,1h,US,2.0,2.5,3.0,65,49.2,1.05,318.79,2.62,192.85,177.35,4.9,18.5,343.4
USDCAD,15m,US,2.0,1.5,0.6,72,48.6,1.1,316.39,0.96,97.29,83.48,4.39,48.6,95.0
EURUSD,1h,US,3.0,1.5,0.3,19,47.4,1.17,310.61,1.0,235.0,180.44,16.35,15.8,306.3
EURGBP,15m,US,2.8,2.5,0.7,8,75.0,3.59,308.9,0.08,71.38,59.67,38.61,75.0,180.0
GBPJPY,15m,US,2.8,2.5,2.1,11,63.6,1.22,306.95,1.42,247.73,356.79,27.9,63.6,156.8
EURJPY,1h,US,2.5,2.5,1.2,38,57.9,1.1,303.69,1.55,154.34,193.24,7.99,7.9,328.4
EURNZD,1h,US,2.2,2.5,2.8,34,52.9,1.11,286.9,0.86,159.87,161.92,8.44,14.7,344.1
EURAUD,15m,US,2.8,2.5,1.7,13,61.5,1.47,284.57,0.45,111.44,121.39,21.89,61.5,153.5
EURJPY,1h,US,3.0,2.0,1.2,12,75.0,1.19,276.55,0.87,189.12,475.18,23.05,8.3,300.0
EURAUD,1h,DAY,3.0,1.5,1.7,28,42.9,1.11,275.35,0.65,222.73,149.84,9.83,17.9,394.3
EURAUD,1h,US,3.0,1.5,1.7,14,42.9,1.48,273.92,0.29,140.79,71.35,19.57,0.0,317.1
EURNZD,1h,US,2.2,1.5,2.8,37,51.4,1.1,271.99,0.81,153.65,147.08,7.35,13.5,283.8
GBPAUD,1h,DAY,2.5,1.5,2.7,77,37.7,1.02,236.51,2.41,355.88,210.08,3.07,22.1,349.1
USDCHF,15m,DAY,3.0,2.5,0.6,23,56.5,1.14,231.56,0.79,142.48,162.07,10.07,60.9,166.3
GBPUSD,1h,DAY,2.8,2.0,0.8,55,54.5,1.03,230.72,2.65,285.0,332.77,4.19,29.1,349.1
USDCAD,15m,US,2.0,2.0,0.6,66,54.5,1.07,225.74,1.0,92.75,103.77,3.42,56.1,114.3
EURAUD,15m,DAY,3.0,2.5,1.7,19,57.9,1.23,219.77,0.39,106.79,119.37,11.57,63.2,162.6
GBPJPY,15m,US,3.0,1.5,2.1,8,75.0,1.21,217.16,1.03,208.18,515.96,27.14,75.0,93.8
AUDCAD,1h,DAY,2.8,2.5,1.4,42,52.4,1.1,215.96,1.01,111.12,111.43,5.14,26.2,467.1
EURAUD,1h,DAY,2.8,2.5,1.7,40,45.0,1.05,203.32,1.02,257.62,201.54,5.08,27.5,471.0
USDCHF,15m,US,2.8,2.5,0.6,18,61.1,1.15,201.26,0.95,144.25,197.93,11.18,61.1,156.7
GBPUSD,1h,DAY,3.0,1.5,0.8,36,55.6,1.04,187.11,2.12,248.5,298.93,5.2,25.0,320.0
EURAUD,1h,US,3.0,2.0,1.7,14,42.9,1.28,184.08,0.38,140.79,82.58,13.15,0.0,317.1
GBPJPY,1h,US,2.8,2.5,2.1,20,50.0,1.05,165.76,1.8,343.29,326.71,8.29,15.0,288.0
EURAUD,15m,DAY,3.0,1.5,1.7,20,45.0,1.17,164.39,0.32,128.24,89.98,8.22,50.0,135.0
CHFJPY,15m,DAY,2.8,2.5,1.5,29,75.9,1.07,162.64,1.56,119.05,350.91,5.61,75.9,100.3
EURUSD,1h,US,3.0,2.0,0.3,18,50.0,1.09,160.42,1.22,210.89,193.06,8.91,16.7,340.0
GBPCAD,15m,DAY,3.0,2.0,2.2,29,58.6,1.1,157.32,0.75,103.72,133.83,5.42,58.6,89.0
GBPJPY,15m,DAY,2.5,2.0,2.1,55,56.4,1.03,147.8,2.0,167.74,210.51,2.69,56.4,121.1
EURAUD,15m,US,2.8,1.5,1.7,14,50.0,1.23,147.18,0.38,113.27,92.24,10.51,50.0,115.7
GBPJPY,1h,US,2.8,2.0,2.1,20,50.0,1.04,138.37,1.54,343.29,329.45,6.92,15.0,267.0
AUDCAD,1h,DAY,3.0,2.5,1.4,22,54.5,1.1,137.33,0.43,121.58,132.16,6.24,22.7,485.5
CHFJPY,15m,US,3.0,2.5,1.5,9,77.8,1.24,130.67,0.52,95.07,267.39,14.52,77.8,123.3
EURUSD,15m,DAY,2.8,2.0,0.3,37,45.9,1.05,118.72,0.61,141.71,114.51,3.21,43.2,148.8
CHFJPY,15m,US,3.0,2.0,1.5,9,66.7,1.21,115.01,0.53,108.92,179.5,12.78,66.7,113.3
CHFJPY,15m,US,2.5,1.5,1.5,30,56.7,1.07,113.85,0.96,104.87,128.37,3.79,56.7,82.0
AUDCAD,1h,DAY,3.0,2.0,1.4,22,54.5,1.08,112.37,0.43,121.58,134.66,5.11,22.7,428.2
NZDJPY,15m,DAY,3.0,1.5,1.8,23,56.5,1.15,104.38,0.28,62.32,70.57,4.54,56.5,76.3
AUDCAD,15m,US,3.0,2.5,1.4,11,63.6,1.39,100.39,0.14,51.34,64.74,9.13,81.8,140.5
NZDJPY,15m,DAY,3.0,2.0,1.8,23,60.9,1.12,96.87,0.25,65.59,91.26,4.21,60.9,82.2
EURCAD,1h,US,3.0,2.5,1.9,23,43.5,1.08,95.7,0.57,124.0,88.02,4.16,21.7,318.3
EURUSD,15m,DAY,2.0,2.5,0.3,139,58.3,1.01,95.14,1.35,90.17,124.29,0.68,57.6,142.6
EURAUD,1h,US,3.0,2.5,1.7,14,42.9,1.13,94.24,0.47,140.79,93.81,6.73,0.0,317.1
EURJPY,15m,US,3.0,2.0,1.2,10,70.0,1.09,87.76,1.01,157.44,338.11,8.78,70.0,139.5
GBPAUD,1h,DAY,2.5,2.5,2.7,71,49.3,1.01,86.12,2.6,308.54,297.57,1.21,29.6,448.7
USDCHF,15m,US,2.8,2.0,0.6,19,57.9,1.06,85.55,1.07,144.25,187.65,4.5,52.6,136.6
GBPCAD,15m,US,2.5,2.0,2.2,18,55.6,1.08,85.42,0.45,112.23,129.6,4.75,61.1,110.0
CHFJPY,15m,US,3.0,1.5,1.5,11,54.5,1.1,67.73,0.53,128.71,140.9,6.16,54.5,92.7
NZDUSD,15m,US,3.0,1.5,0.9,8,50.0,1.16,64.1,0.28,114.75,98.72,8.01,37.5,165.0
USDCHF,15m,US,2.5,2.5,0.6,24,58.3,1.03,61.97,1.17,139.07,188.5,2.58,58.3,152.5
GBPAUD,1h,US,2.8,2.0,2.7,19,47.4,1.03,61.51,1.07,236.72,206.89,3.24,5.3,318.9
AUDCAD,15m,US,3.0,2.0,1.4,11,54.5,1.21,59.94,0.11,58.68,58.43,5.45,72.7,132.3
EURGBP,15m,DAY,3.0,2.5,0.7,25,56.0,1.06,54.5,0.41,69.14,83.04,2.18,64.0,133.8
